FID,src_name,src_link,ev_id,ev_date,ev_time,ev_title,ev_desc,loc_desc,loc_accu,ls_cat,ls_trig,ls_size,ls_setting,fatalities,injuries,storm_name,photo_link,comments,ev_imp_src,ev_imp_id,latitude,longitude,ctry_name,ctry_code,div_name,gaz_point,gaz_dist,sub_date,edit_date,geometry_lon,geometry_lat,event_date,exact_duplicate,proxy_storm_group
12353,thehindu,http://www.thehindu.com/news/states/other-states/article562522.ece,2226,1281312000000.0,18:00,Kishtwār : One person was killed and seven others were injured in a landslide triggered by heavy rains in the remote area of Kishtwar district in Jam,"One person was killed and seven others were injured in a landslide triggered by heavy rains in the remote area of Kishtwar district in Jammu and Kashmir, officials said on Tuesday. After heavy rains, the landslide occurred at Massu, about 280 kms from Ja", ,5km,landslide,downpour,medium,unknown,1,0, , , ,GLC,2226,33.334,75.7627,India,IN,Jammu and Kashmir,Ariz,5.88,1396310400000.0,1606348800000,75.7627000000001,33.334,2010-08-09 00:00:00+00:00,False,prox:66:151:4943
12358,beacononline.wordpress,http://beacononline.wordpress.com/2009/09/20/darjeeling-hills-toytrain-joyride-hit-by-fresh-landslides-in-darjeeling/,1050,1246579200000.0, ,Darjeeling (between Tin Dharia and Rongtong),"The Darjeeling Himalayan Railway (DHR) run by Northeast Frontier Railway, has been off the tracks since July 3 after landslides tore away the two-foot-wide line in some parts at Tin Dharia and Rongtong, DHR Director Subrata Nath told UNI today.",Darjeeling (between Tin Dharia and Rongtong),10km,landslide,rain,medium,unknown,0,0, , , ,GLC,1050,26.87324244,88.29184021,India,IN,West Bengal,Kurseong,1.75,1396310400000.0,1606348800000,88.2918402080001,26.873242439,2009-07-03 00:00:00+00:00,False,prox:53:176:4809
12361,e-pao.net,http://e-pao.net/GP.asp?src=23..111010.oct10,2566,1286496000000.0, ,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39","Unable to negotiate muddy steep portions on NH-39, over 200 Imphal bound freight trucks including inter-state passenger buses coming from Dimapur side were stranded at Mao area, official reports received here said. A report from Mao police, confirming th","Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",5km,mudslide,downpour,medium,unknown,0,0, , , ,GLC,2566,25.4769,94.1351,India,IN,Manipur,Sochumei,10.25,1396310400000.0,1606348800000,94.1351000000001,25.4769000000001,2010-10-08 00:00:00+00:00,False,prox:50:188:4963
12362,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-09-27/kolkata/30207909_1_magnitude-earthquake-singamari-repair-work,3986,1316908800000.0, ,"Singamari, Darhelling, West Bengal","Just when the life of people in the Hills was are limping back to normalcy after the 6.8 magnitude earthquake shook the entire eastern India, a massive landslide devoured a 30-metre stretch of Lebong Cart Road late Sunday night, cutting off connectivity","Singamari, Darhelling, West Bengal",1km,landslide,downpour,medium,unknown,0,0, , , ,GLC,3986,27.0605,88.255,India,IN,West Bengal,Darjeeling,2.2,1396310400000.0,1606348800000,88.2550000000001,27.0605,2011-09-25 00:00:00+00:00,False,prox:54:176:5080
12393,ibnlive.in.com,http://ibnlive.in.com/news/bad-weather-continues-in-uttarakhand-three-people-die-in-landslides-wall-collapse/410397-3-243.html,5225,1374969600000.0, ,"Bhatwari Area Of Uttarkashi Districti, Uttarakhand","22-year-old police constable Gambhir Singh, on duty in Bhatwari area of Uttarkashi district, was killed yesterday after a boulder rolling down a hill hit him. He died while being flown to Dehradun for treatment.","Bhatwari Area Of Uttarkashi Districti, Uttarakhand",5km,mudslide,downpour,small,unknown,1,0, , , ,GLC,5225,30.819,78.6149,India,IN,Uttaranchal,Uttarkashi,19.27,1396310400000.0,1606348800000,78.6149,30.8190000000001,2013-07-28 00:00:00+00:00,False,prox:61:157:5304
12397,Tribune,http://www.tribuneindia.com/news/himachal/landslide-blocks-shimla-kalka-highway-thousands-stranded/122969.html,7726,1440201600000.0,04:00,Shimla-Kalka National Highway near Shoghi,Thousands of commuters were stranded on the Shimla-Kalka National Highway near Shoghi after a massive landslide blocked it this morning.,Shimla-Kalka National Highway near Shoghi,5km,landslide,downpour,medium,above_road,0,0, ,http://images.tribuneindia.com/cms/gall_content/2015/8/2015_8$largeimg22_Aug_2015_155107323.JPG, ,GLC,7726,31.0365,77.1213,India,IN,Himachal Pradesh,Simla,6.51,1464307200000.0,1606348800000,77.1213000000001,31.0365,2015-08-22 00:00:00+00:00,False,prox:62:154:5556
12400,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/moderate-rains-lash-parts-of-himachal-pradesh/729520.html,3618,1308268800000.0, ,"Nathpa village, Kinnaur District, Himachal Pradesh",the Hindustan-Tibet highway was closed due to heavy landslide at Nathpa in Kinnaur district.Vehicular traffic has come to a standstill beyond Nathpa and people were crossing the landslide spot on foot. --Shimla: Rock slide due to heavy rains has cut of t,"Nathpa village, Kinnaur District, Himachal Pradesh",5km,landslide,downpour,medium,unknown,0,0, , , ,GLC,3618,31.5639,77.9798,India,IN,Himachal Pradesh,Sarahan,17.88,1396310400000.0,1606348800000,77.9798000000001,31.5639,2011-06-17 00:00:00+00:00,False,prox:63:155:5047
12413,nagalandpost,http://www.nagalandpost.com/ShowStory.aspx?npoststoryiden=UzEwMjg5OTY%3D-LvoR7D2GhjI%3D,2106,1279584000000.0, ,"road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland","With the landslide washing away the only life line of Oting and Longlam villages under Mon district, the villagers are facing acute shortage of essential commodities for livelihood.  The landslide which affected about 200 meters long, occurred near Longl","road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland",25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2106,26.8716,94.9921,India,IN,Nagaland,Mon,17.51,1396310400000.0,1606348800000,94.9921000000001,26.8716000000001,2010-07-20 00:00:00+00:00,False,prox:53:189:4936
12422,The Tribune,http://www.tribuneindia.com/news/himachal/woman-kids-die-in-theog-house-collapse/111662.html,7287,1437868800000.0, ,Chamba,"Heavy rain caused landslides blocking roads in interiors of Shimla, Chamba, Mandi and Kullu districts and over 100 roads in interior areas were blocked.",Chamba,5km,landslide,continuous_rain,small,above_road,0,0, , , ,GLC,7287,32.5606,76.1206,India,IN,Himachal Pradesh,Chamba,0.58,1437955200000.0,1606348800000,76.1206000000001,32.5606000000001,2015-07-26 00:00:00+00:00,False,prox:65:152:5547
12430,ibnlive.in.com,http://ibnlive.in.com/news/3-killed-in-rainrelated-incidents-as-heavy-showers-lash-hp/408192-3-254.html,5098,1373760000000.0, ,"Mehaskwal Village, Himachal Pradesh","Three persons were killed in rain-related incidents in Himachal Pradesh as incessant heavy showers wreaked havoc causing landslides at several places, blocking highways and damaging several houses. Sunia Devi of Mehaskwal village was washed away by lands","Mehaskwal Village, Himachal Pradesh",unknown,landslide,downpour,medium,unknown,1,0, , , ,GLC,5098,32.17,77.1788,India,IN,Himachal Pradesh,Shirir,11.76,1396310400000.0,1606348800000,77.1788000000001,32.1700000000001,2013-07-14 00:00:00+00:00,False,prox:64:154:5300
12432,The hindu.com,http://www.hindu.com/thehindu/holnus/004200708261441.htm,210,1188000000000.0, ,"Hattisurey in Kalimpong, on National Highway 31A","major landslide along road, closed for over 1 week, lifeline to Sikkim","Hattisurey in Kalimpong, on National Highway 31A",25km,landslide,rain,medium,unknown,0,0, , , ,GLC,210,27.0713,88.4308,India,IN,West Bengal,Kalimpong,4.69,1396310400000.0,1606348800000,88.4308,27.0713000000001,2007-08-25 00:00:00+00:00,False,prox:54:176:4583
12455,business-standard,http://www.business-standard.com/generalnews/news/heavy-rains-lash-some-partshp-triggering-landslides/47847/,4516,1345766400000.0, ,"Solan, Himachal Pradesh,","Heavy rains lashed some parts of Himachal Pradesh, triggering landslides at some places and leading to slight drop in maximum temperatures. Several link rooads in the interiors of Kangra, Mandi, Sirmaur and Solan districts were blocked due to landslides.","Solan, Himachal Pradesh,",5km,landslide,downpour,medium,unknown,0,0, , , ,GLC,4516,30.9044,77.0969,India,IN,Himachal Pradesh,Gannja,8.47,1396310400000.0,1606348800000,77.0969000000001,30.9044000000001,2012-08-24 00:00:00+00:00,False,prox:61:154:5192
12465,greaterkashmir,http://www.greaterkashmir.com/full_story.asp?Date=6_5_2008&ItemID=19&cat=21,523,1209945600000.0, ,Srinagar-Leh highway at Gomri,"disrupted traffic for several hours due to landslides, triggered by heavy rains at Gomri",Srinagar-Leh highway at Gomri,50km,landslide,downpour,medium,unknown,0,0, , , ,GLC,523,33.9513,74.9845,India,IN,Jammu and Kashmir,Awantipura,4.85,1396310400000.0,1606348800000,74.9845000000001,33.9513000000001,2008-05-05 00:00:00+00:00,False,prox:67:149:4668
12468,The Indian Express,http://indianexpress.com/article/india/india-news-india/rains-throw-normal-life-out-of-gear-accidents-kill-4-persons-in-jammu-2960170/,9476,1470528000000.0, ,Doda-Kishtwar road,"The Doda-Kishtwar road, which was closed due to landslides, was also restored in the evening. However, vehicles on both the Jammu-Srinagar and Batote-Doda-Kishtwar highways was moving at snail’s pace as both the roads had become slippery at various pla",Doda-Kishtwar road,25km,landslide,continuous_rain,medium,above_road,0,0, , , ,GLC,9476,33.1457,75.7964,India,IN,Jammu and Kashmir,Khandhot,6.1,1471824000000.0,1606348800000,75.7964000000001,33.1457,2016-08-07 00:00:00+00:00,False,prox:66:151:5673
12473,e-pao,http://www.e-pao.net/GP.asp?src=8..080711.jul11,3741,1309996800000.0, ,Maram (80 km north of Imphal),"Imphal, July 07 2011: More than 100 stranded loaded trucks are waiting their turn to drive down towards Imphal at the landslide hit Maram bazar, 80km north of Imphal, while an equal number of empty trucks lining up on the other side of the NH 39, to move",Maram (80 km north of Imphal),5km,landslide,rain,medium,unknown,0,0, , , ,GLC,3741,25.4191,94.1079,India,IN,Manipur,Sochumei,14.53,1396310400000.0,1606348800000,94.1079000000001,25.4191000000001,2011-07-07 00:00:00+00:00,False,prox:50:188:5054
12490,ibnlive.in.com,http://ibnlive.in.com/news/jammusrinagar-highway-reopens-after-two-days/414825-3-245.html,5328,1376438400000.0, ,"Ramban District, Kashmir",Jammu-Srinagar national highway was reopened on Friday for vehicular traffic after remaining closed for two days due to landslides triggered by heavy rains in Ramban and Udhampur districts of the state. The 300-km long highway was reopened for vehicular,"Ramban District, Kashmir",50km,landslide,downpour,medium,unknown,0,0, , , ,GLC,5328,33.3018,75.1793,India,IN,Jammu and Kashmir,Gund,14.79,1396310400000.0,1606348800000,75.1793000000001,33.3018000000001,2013-08-14 00:00:00+00:00,False,prox:66:150:5310
12491,Ani News,http://www.aninews.in/videogallery2/40588-rishikesh-badrinath-highway-closed-due-to-landslide-in-rudraprayag.html,7273,1437868800000.0, ,"Sirobagad, Rishikesh-Badrinath highway","The yatra to the Badrinath, Kedarnath and Hemkund Sahib was disrupted after Rishikesh-Badrinath highway was closed due to landslides triggered by heavy rains in Rudraprayag's Sirobagad.","Sirobagad, Rishikesh-Badrinath highway",5km,landslide,continuous_rain,medium,above_road,0,0, , , ,GLC,7273,30.2411,78.9014,India,IN,Uttaranchal,Srinagar,6.84,1437955200000.0,1606348800000,78.9014000000001,30.2411000000001,2015-07-26 00:00:00+00:00,False,prox:60:157:5547
12495,E-PAO,http://e-pao.net/GP.asp?src=7..290611.jun11,3662,1309219200000.0, ,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India","June 28 2011: Ikou-Gangpijang road, development work of which was left incomplete following some disputes in awarding the contract, has been disconnected following landslide.  Consequent upon the landslide, passenger buses travelling from Imphal could no","Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",25km,landslide,rain,medium,below_road,0,0, , , ,GLC,3662,25.03561729,94.0144205,India,IN,Manipur,Kalapahar,10.9,1396310400000.0,1606348800000,94.014420499,25.035617291,2011-06-28 00:00:00+00:00,False,prox:50:188:5051
12513,Newkerala,http://www.newkerala.com/oct.php?action=fullnews&id=7498,285,1191024000000.0, ,"National Highway, 45 Aizwal (Mizoram)","unsure of exact day, landslides blocked road somewhere in province","National Highway, 45 Aizwal (Mizoram)",50km,landslide,rain,medium,unknown,0,0, , , ,GLC,285,24.1293,92.6921,India,IN,Mizoram,Lung Chhuan,13.95,1396310400000.0,1606348800000,92.6921,24.1293000000001,2007-09-29 00:00:00+00:00,False,prox:48:185:4595
12523,rttnews,http://www.rttnews.com/ArticleView.aspx?Id=758386&SMap=1,869,1225238400000.0, ,North Lakhimpur,"flooding and landslides, Floods and landslides caused by heavy rains over the last three days have killed at least seven people and displaced thousands more in the northeastern states of India",North Lakhimpur,50km,landslide,downpour,medium,unknown,0,0, , , ,GLC,869,27.2333,94.1167,India,IN,Assam,North Lakhimpur,1.23,1396310400000.0,1606348800000,94.1167,27.2333,2008-10-29 00:00:00+00:00,False,prox:54:188:4727
12541,sify.com,http://sify.com/news/landslides-flash-floods-damage-roads-in-uttarakhand-news-national-kjxruecgidd.html,2478,1284940800000.0, ,"roads around Uttarkashi, Uttarakhand","Dehradun, Sep 23 (IANS) Widespread landslides and flash floods triggered by last week's torrential rains in Uttarakhand have cut off large parts of the Himalayan state and left hundreds of tourists and pilgrims stranded, including on the Mansarovar route","roads around Uttarkashi, Uttarakhand",25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2478,30.7332,78.4401,India,IN,Uttaranchal,Uttarkashi,0.02,1396310400000.0,1606348800000,78.4401,30.7332000000001,2010-09-20 00:00:00+00:00,False,prox:61:156:4957
12546,ANI News,http://www.aninews.in/videogallery8/27814-thousands-left-homeless-as-landslide-ravages-poonch-in-kashmir.html,6339,1409961600000.0, ,Thanmandi area of Rajouri,"A major landslide in Poonch district of Kashmir trapped many and rendered thousands homeless. The landslide, attributed to heavy rains, has disconnected the area from the rest of the state and is posing a major threat to relief and rescue operations. Ind",Thanmandi area of Rajouri,5km,landslide,downpour,medium,unknown,13,0, ,http://www.aninews.in/contentimages/detail/landslide88.jpg, ,GLC,6339,33.5405,74.3723,India,IN,Jammu and Kashmir,Rajaori,18.64,1415232000000.0,1606348800000,74.3723000000001,33.5405000000001,2014-09-06 00:00:00+00:00,False,prox:67:148:5439
12557,kndu,http://www.kndu.com/global/story.asp?s=11474651,1291,1257724800000.0, ,"Ooty and Coonoor, Tamil Nadu","NEW DELHI (AP) - A landslide triggered by torrential seasonal rains swept through a hilly region in southern India, killing at least 42 people, an official said Tuesday.  The landslide demolished nearly 300 tin-roofed mud huts Monday in the Ooty and Coon","Ooty and Coonoor, Tamil Nadu",25km,landslide,downpour,medium,unknown,42,0, , , ,GLC,1291,11.4098,76.6939,India,IN,Tamil Nadu,Ootacamund,0.27,1396310400000.0,1606348800000,76.6939,11.4098000000001,2009-11-09 00:00:00+00:00,False,prox:22:153:4852
12564,gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",2165,1280361600000.0, ,"Shakthinagar, Mangalore","As per media report torrential rains on 29th July 2010 triggered a landslide at Shakthinagar, Mangalore. The landslide damaged a house and injured one person.","Shakthinagar, Mangalore",10km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2165,12.896,74.8735,India,IN,Karnataka,Mangalore,4.46,1396310400000.0,1606348800000,74.8735,12.8960000000001,2010-07-29 00:00:00+00:00,False,prox:25:149:4939
12565,Times of India,http://timesofindia.indiatimes.com/city/shimla/Flood-fears-loom-large-as-boulders-block-Satluj-flow/articleshow/52878409.cms,8860,1466121600000.0, ,"Urni, Satluj river, Kinnaur district, Himachal Pradesh, India","Estimated date. Even as falling boulders from a mountain have partially blocked the flow of Satluj river at Urni in Kinnaur district resulting into the formation of an artificial lake and posing threat to around Rs 4 crore bridge on the river, the Nation","Urni, Satluj river, Kinnaur district, Himachal Pradesh, India",1km,rock_fall,monsoon,large,above_river,0,0, , , ,GLC,8860,31.5124,78.1181,India,IN,Himachal Pradesh,Oling,4.27,1467936000000.0,1606348800000,78.1181000000001,31.5124,2016-06-17 00:00:00+00:00,False,prox:63:156:5656
12572,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/landslides-suspend-chardham-yatra/786379.html,3895,1312675200000.0, ,"The Rishikesh-Gangotri national highway, Sainj","Dehradun, Aug 12 (PTI) The Chardham yatra comprising pilgrimage to four Himalayan shrines of Badrinath, Kedarnath, Gangotri and Yamunotri came to a halt today due to landslides following rains, a day after it had resumed.The Rishikesh-Gangotri national h","The Rishikesh-Gangotri national highway, Sainj",5km,landslide,rain,medium,unknown,0,0, , , ,GLC,3895,31.0766,77.3913,India,IN,Himachal Pradesh,Gannja,25.52,1396310400000.0,1606348800000,77.3913000000001,31.0766,2011-08-07 00:00:00+00:00,False,prox:62:154:5064
12576,ibnlive.in.com,http://ibnlive.in.com/news/uttarakhand-floods-landslides-leave-40-dead-over-60000-stranded/399619-3.html,4936,1371427200000.0, ,"Rambara District, Uttarakhand","The Dehradun Met department says the state capital received a record 340 mm of rainfall on Monday and the Met department has forecast more heavy rains in the next 24 hours. Several roads, including the National Highway 24, have been blocked to avoid any","Rambara District, Uttarakhand",1km,landslide,downpour,large,unknown,13,0, , , ,GLC,4936,30.6945,79.0544,India,IN,Uttaranchal,Gaundar,14.65,1396310400000.0,1606348800000,79.0544,30.6945000000001,2013-06-17 00:00:00+00:00,False,prox:61:158:5291
12584,Tribune,http://www.tribuneindia.com/news/himachal/landslides-block-dharamsala-road/119012.html,7676,1439337600000.0,09:00,Dharamsala-Kangra state highway,The second major landslide occurred about five kilometers from Dharamsala. An entire portion of hill that was weakened due to illegal cutting of mountains slid down on the road. The PWD authorities had cleared boulders from the road till the afternoon bu,Dharamsala-Kangra state highway,10km,landslide,monsoon,medium,above_road,0,0, ,http://images.tribuneindia.com/cms/gall_content/2015/8/2015_8$largeimg12_Aug_2015_232043600.jpg, ,GLC,7676,32.1764,76.3075,India,IN,Himachal Pradesh,Dharmsala,5.06,1462492800000.0,1606348800000,76.3075000000001,32.1764000000001,2015-08-12 00:00:00+00:00,False,prox:64:152:5553
12585,E-PAO,http://e-pao.net/GP.asp?src=21..020815.aug15,7369,1438387200000.0, ,between Chalong and Paraolon,Two landslides between Chalong to Paraolon,between Chalong and Paraolon,10km,landslide,continuous_rain,medium,above_road,0,0, , , ,GLC,7369,24.1988,94.1016,India,IN,Manipur,Jun,18.35,1450051200000.0,1606348800000,94.1016000000001,24.1988000000001,2015-08-01 00:00:00+00:00,False,prox:48:188:5549
12587,rediff,http://www.rediff.com/news/2008/aug/11kota.htm,706,1218326400000.0, ,"Gaiparnath Mahadev temple, foothills of Chambal ravines",30 steps of the serpentine stairway over river Chambal collapsed yesterday after a landslide and heavy rains,"Gaiparnath Mahadev temple, foothills of Chambal ravines",50km,landslide,rain,medium,unknown,2,0, , , ,GLC,706,25.08,75.72,India,IN,Rajasthan,Kharipur,6.52,1396310400000.0,1606348800000,75.7200000000001,25.08,2008-08-10 00:00:00+00:00,False,prox:50:151:4700
12593,e-pao,http://www.e-pao.net/GP.asp?src=15..240511.may11,3525,1306022400000.0, ,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur","May 23 2011: Heavy rainfall caused landslides at three different places along Kaiphundai-Tousem road, the only lifeline of the villagers of restive Tousem Sub-Division of Tamenglong district.  The landslides occurred between New Mandeu and Mandeu village","Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,3525,25.0672,93.4093,India,IN,Manipur,Brail Range,3.31,1396310400000.0,1606348800000,93.4093000000001,25.0672000000001,2011-05-22 00:00:00+00:00,False,prox:50:186:5038
12594,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,5271,1375574400000.0, ,"Nanga, Nagaland","Incessant torrential rain, which began Sunday at around 11.30 p.m. has completely cut off Suruhuto town from the rest of the state. In a press release, NGZPMC joint secretary Hotoshe Sema said all three links connecting Zunheboto, Mokokchung and Tuensang","Nanga, Nagaland",5km,landslide,continuous_rain,medium,unknown,0,0, , , ,GLC,5271,26.284,94.5808,India,IN,Nagaland,Nagaland,9.49,1396310400000.0,1606348800000,94.5808000000001,26.284,2013-08-04 00:00:00+00:00,False,prox:52:189:5307
12595,IBN,http://ibnlive.in.com/news/heavy-rain-landslide-wreak-havoc-on-central-travancore/283183-60-116.html,4486,1345161600000.0, ,"Chonamala, Periyamata, Vellampatta","Around seven persons were injured in a landslide that occurred at Pullupara, near Peruvanthanam in Idukki. Another landside wreaked havoc at Chonamala, Periyamala, Vellampatta and Palomala in Thalanad, and Karikad in Theekkoy panchayat.","Chonamala, Periyamata, Vellampatta",unknown,landslide,downpour,medium,unknown,0,0, , , ,GLC,4486,9.7285,76.803,India,IN,Kerala,Ramaouram,17.83,1452297600000.0,1606348800000,76.8030000000001,9.72850000000005,2012-08-17 00:00:00+00:00,False,prox:19:153:5189
12601,The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,7263,1437523200000.0, ,"15 kms from Maram, National Highway-102/A (Maram Peren road)",Reports collected from different areas of the district said that massive landslide along the newly christened National Highway-102/A (Maram Peren road) has totally cut off villages in Willong and Yangkhullen circle. Sources specified of major landslides,"15 kms from Maram, National Highway-102/A (Maram Peren road)",1km,landslide,continuous_rain,medium,above_road,0,0, , , ,GLC,7263,25.4477,94.0489,India,IN,Manipur,Sochumei,19.21,1437609600000.0,1606348800000,94.0489000000001,25.4477,2015-07-22 00:00:00+00:00,False,prox:50:188:5546
12604,e-pao,http://www.e-pao.net/GP.asp?src=27..280810.aug10,2344,1282867200000.0,16:00,"NH-53 at Nungba police station, Kambirong(?), Manipur","Imphal, August 27 2010: The state was cut off from the rest of the country as landslides triggered by torrential rains blocked both NH-39 and 53.The disturbances on the highways are amidst the extended 25-day economic blockade imposed by UNC which entere","NH-53 at Nungba police station, Kambirong(?), Manipur",5km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2344,24.7505,93.4221,India,IN,Manipur,Sempang,10.95,1396310400000.0,1606348800000,93.4221000000001,24.7505,2010-08-27 00:00:00+00:00,False,prox:49:186:4949
12607,daijiworld,http://www.daijiworld.com/news/news_disp.asp?n_id=86992&n_tit=Mangalore%3A+Train+Services+to+Bangalore+Resume,2537,1286064000000.0, ,"Channarāyapatna : The train services between the city and Bangalore, which were disrupted due to the landslide between Yedakumeri and Siribagilu stat","The train services between the city and Bangalore, which were disrupted due to the landslide between Yedakumeri and Siribagilu stations on Sunday, resumed on Monday October 4. The train to Bangalore from here did not begin its journey because of the said", ,unknown,landslide,rain,medium,unknown,0,0, , , ,GLC,2537,12.9711,76.2728,India,IN,Karnataka,Channarayapatna,14.08,1396310400000.0,1606348800000,76.2728000000001,12.9711,2010-10-03 00:00:00+00:00,False,prox:25:152:4961
12608,gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",2227,1281312000000.0, ,"Nirgaddu about 4 km from Tapovan on Rishikesh - Badrinath route, Uttarakhand",As per media report landslides triggered by heavy rainfall on 9th August 2010 near Nirgaddu about 4 km from Tapovan on Rishikesh - Badrinath route blocked the highway for 6 hours.,"Nirgaddu about 4 km from Tapovan on Rishikesh - Badrinath route, Uttarakhand",50km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2227,30.6463,79.5306,India,IN,Uttaranchal,Joshimath,9.76,1396310400000.0,1606348800000,79.5306,30.6463000000001,2010-08-09 00:00:00+00:00,False,prox:61:159:4943
12609,Times of India,http://timesofindia.indiatimes.com/city/dehradun/150-Kedarnath-devotees-stranded-after-rain-triggers-landslide-in-Gaurikund/articleshow/42290299.cms,6341,1410393600000.0, ,Gaurikund-Kedarnath pedestrian trek,Over 150 devotees on their way to Kedarnath and back were stuck on Thursday after 34 km long Gaurikund-Kedarnath pedestrian trek came to a grinding halt owing to landslide triggered by heavy rains near Gaurikund in the Rudraprayag district. Most of the s,Gaurikund-Kedarnath pedestrian trek,10km,landslide,downpour,medium,above_road,0,0, , , ,GLC,6341,30.688,79.0478,India,IN,Uttaranchal,Gaundar,14.69,1415059200000.0,1606348800000,79.0478000000001,30.688,2014-09-11 00:00:00+00:00,False,prox:61:158:5441
12617,news.in,http://news.in.msn.com/national/article.aspx?cp-documentid=5187654,3559,1306800000000.0,18:00,"Chhatanga(?) village on Rishikesh-Yamunotri highway, Uttarkashi","Dehra Dun, Jun 1 (PTI) A man was killed in landslides triggered by rains in Uttarkashi as light to moderate rains lashed most parts of Uttarakhand today bringing cold conditions in the hill state.  The rains triggered landslides at Chhatanga village in U","Chhatanga(?) village on Rishikesh-Yamunotri highway, Uttarkashi",50km,landslide,rain,medium,unknown,1,0, , , ,GLC,3559,30.4783,78.2741,India,IN,Uttaranchal,Chham,9.11,1396310400000.0,1606348800000,78.2741,30.4783,2011-05-31 00:00:00+00:00,False,prox:60:156:5041
12632,timesofindia.indiatimes,http://timesofindia.indiatimes.com/Landslides-snap-road-links-in-Dibang-Valley/articleshow/12601499.cms,4313,1333843200000.0, ,"Endulin Nallah, Mayodia, 17-camp, 83-camp","ITANAGAR: Surface communication to Dibang Valley district in Arunachal Pradesh is cut off for the past few days following landslides at various locations of the Anini-Roing Road. Heavy landsides occurred at many locations, including Endulin Nallah, Mayod","Endulin Nallah, Mayodia, 17-camp, 83-camp",50km,landslide,downpour,medium,unknown,0,0, , , ,GLC,4313,28.4659,95.86,India,IN,Arunachal Pradesh,Ipilin,18.55,1396310400000.0,1606348800000,95.8600000000001,28.4659,2012-04-08 00:00:00+00:00,False,prox:56:191:5146
12638,deccanchronicle,http://www.deccanchronicle.com/hyderabad/landslide-occurs-twice-3-weeks-788,2439,1284681600000.0,09:00,"Indrakeeladri ghat rd, Vijayawada, Andhra Pradesh","Landslide occurs twice in 3 weeks  Sept. 17: For the second time in three weeks, landslides occurred on the Indrakeeladri ghat road. The incident took place at 9 am on Friday.  A landslide had occurred on August 26 as well. The iron mesh arranged along t","Indrakeeladri ghat rd, Vijayawada, Andhra Pradesh",1km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2439,16.5141,80.6055,India,IN,Andhra Pradesh,Vijayawada,2.74,1396310400000.0,1606348800000,80.6055000000001,16.5141,2010-09-17 00:00:00+00:00,False,prox:33:161:4956
12642,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-07-04/guwahati/32536229_1_massive-landslides-landslide-hit-road-blockade,4435,1340582400000.0, ,"Tirap , Arunachal Pradesh",Landslides triggered by torrential rain have snapped road communication in Tirap district of Arunachal Pradesh for the past several days.,"Tirap , Arunachal Pradesh",10km,landslide,downpour,large,unknown,0,0, , , ,GLC,4435,27.174,95.8011,India,IN,Arunachal Pradesh,Yaman,15.53,1396310400000.0,1606348800000,95.8011000000001,27.174,2012-06-25 00:00:00+00:00,False,prox:54:191:5172
12652,timesofindia.indiatimes,http://timesofindia.indiatimes.com/city/mumbai/Landslide-in-Konkan-after-heavy-rains/articleshow/6239774.cms,2177,1280448000000.0, ,"Amboli ghat in Sindhdurg, Konkan","Heavy rains in Konkan  led to a massive landslide  in the Amboli ghat in Sindhdurg, isolating the area from Kolhapur and Belgaum. Two rivers in the region are flowing above the danger levels. Traffic on the Mumbai-Goa highway came to a halt for a few hou","Amboli ghat in Sindhdurg, Konkan",5km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2177,15.949,73.9667,India,IN,Maharashtra,Savantvadi,17.13,1396310400000.0,1606348800000,73.9667000000001,15.9490000000001,2010-07-30 00:00:00+00:00,False,prox:31:147:4940
